date,tournament,team,opponent,goals,is_home,total_weight
2025-10-14,AFC Asian Cup qualification,Bhutan,Lebanon,0,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Yemen,Brunei,9,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,India,Singapore,1,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Hong Kong,Bangladesh,1,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Taiwan,Thailand,1,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Turkmenistan,Sri Lanka,2,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Myanmar,Syria,0,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Afghanistan,Pakistan,1,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Vietnam,Nepal,1,TRUE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Malaysia,Laos,5,TRUE,1.5924332239385688
2025-10-14,FIFA World Cup qualification,Panama,Suriname,1,TRUE,1.990541529923211
2025-10-14,FIFA World Cup qualification,El Salvador,Guatemala,0,TRUE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Curaçao,Trinidad and Tobago,1,TRUE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Jamaica,Bermuda,4,TRUE,1.990541529923211
2025-10-14,Friendly,Jordan,Albania,2,FALSE,0.3981083059846422
2025-10-14,Kirin Cup,Brazil,Japan,2,FALSE,0.7962166119692844
2025-10-14,Friendly,Tanzania,Iran,0,FALSE,0.3981083059846422
2025-10-14,Friendly,Colombia,Canada,0,FALSE,0.3981083059846422
2025-10-14,Friendly,Paraguay,South Korea,0,FALSE,0.3981083059846422
2025-10-14,Friendly,Ecuador,Mexico,1,FALSE,0.3981083059846422
2025-10-14,Friendly,New Zealand,Norway,1,FALSE,0.3981083059846422
2025-10-14,Friendly,Argentina,Puerto Rico,6,FALSE,0.3981083059846422
2025-10-14,Friendly,Bolivia,Russia,0,FALSE,0.3981083059846422
2025-10-14,Friendly,Australia,United States,1,FALSE,0.3981083059846422
2025-10-14,FIFA World Cup qualification,United Arab Emirates,Qatar,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Iraq,Saudi Arabia,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Mauritania,Senegal,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Sudan,DR Congo,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Benin,Nigeria,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Rwanda,South Africa,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Congo,Morocco,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Gambia,Seychelles,7,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Kenya,Ivory Coast,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Burundi,Gabon,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Uganda,Algeria,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Botswana,Guinea,2,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Mozambique,Somalia,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Bulgaria,Spain,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Georgia,Turkey,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Hungary,Portugal,2,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Armenia,Republic of Ireland,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Moldova,Estonia,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Israel,Italy,0,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Serbia,Andorra,3,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,England,Latvia,5,FALSE,1.990541529923211
2025-10-14,AFC Asian Cup qualification,Tajikistan,Maldives,3,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Timor-Leste,Philippines,1,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Lebanon,Bhutan,4,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Brunei,Yemen,0,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Singapore,India,2,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Bangladesh,Hong Kong,1,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Thailand,Taiwan,6,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Sri Lanka,Turkmenistan,1,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Syria,Myanmar,3,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Pakistan,Afghanistan,1,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Nepal,Vietnam,0,FALSE,1.5924332239385688
2025-10-14,AFC Asian Cup qualification,Laos,Malaysia,1,FALSE,1.5924332239385688
2025-10-14,FIFA World Cup qualification,Suriname,Panama,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Guatemala,El Salvador,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Trinidad and Tobago,Curaçao,1,FALSE,1.990541529923211
2025-10-14,FIFA World Cup qualification,Bermuda,Jamaica,0,FALSE,1.990541529923211
2025-11-12,Friendly,Tunisia,Mauritania,1,TRUE,0.409222933709262
2025-11-12,Friendly,Russia,Peru,1,TRUE,0.409222933709262
2025-11-12,CONCACAF Series,Cuba,Saint Lucia,3,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Dominican Republic,Saint Vincent and the Grenadines,2,TRUE,0.818445867418524
2025-11-12,CONCACAF Series,Dominica,Saint Martin,1,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Saint Kitts and Nevis,Sint Maarten,0,TRUE,0.818445867418524
2025-11-12,CONCACAF Series,Barbados,Bonaire,3,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Antigua and Barbuda,Aruba,0,TRUE,0.818445867418524
2025-11-12,CONCACAF Series,Bahamas,Anguilla,1,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Cayman Islands,British Virgin Islands,1,TRUE,0.818445867418524
2025-11-12,Friendly,Mauritania,Tunisia,1,FALSE,0.409222933709262
2025-11-12,Friendly,Peru,Russia,1,FALSE,0.409222933709262
2025-11-12,CONCACAF Series,Saint Lucia,Cuba,0,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Saint Vincent and the Grenadines,Dominican Republic,0,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Saint Martin,Dominica,2,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Sint Maarten,Saint Kitts and Nevis,0,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Bonaire,Barbados,2,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Aruba,Antigua and Barbuda,0,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,Anguilla,Bahamas,2,FALSE,0.818445867418524
2025-11-12,CONCACAF Series,British Virgin Islands,Cayman Islands,2,FALSE,0.818445867418524
2025-11-13,Friendly,Algeria,Zimbabwe,3,FALSE,0.40961168224539285
2025-11-13,Friendly,Bangladesh,Nepal,2,TRUE,0.40961168224539285
2025-11-13,Friendly,Canada,Ecuador,0,TRUE,0.40961168224539285
2025-11-13,Friendly,Czech Republic,San Marino,1,TRUE,0.40961168224539285
2025-11-13,Friendly,Hong Kong,Cambodia,1,TRUE,0.40961168224539285
2025-11-13,Friendly,Lithuania,Israel,0,TRUE,0.40961168224539285
2025-11-13,Friendly,North Macedonia,Latvia,0,TRUE,0.40961168224539285
2025-11-13,Friendly,Thailand,Singapore,3,TRUE,0.40961168224539285
2025-11-13,FIFA World Cup qualification,United Arab Emirates,Iraq,1,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Cameroon,DR Congo,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Nigeria,Gabon,4,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,France,Ukraine,4,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Azerbaijan,Iceland,0,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Republic of Ireland,Portugal,2,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Armenia,Hungary,0,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Norway,Estonia,4,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Moldova,Italy,0,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,England,Serbia,2,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Andorra,Albania,0,TRUE,2.048058411226964
2025-11-13,Al Ain International Cup,Iran,Cape Verde,0,FALSE,0.8192233644907857
2025-11-13,MSG Prime Minister's Cup,Papua New Guinea,Solomon Islands,1,TRUE,0.8192233644907857
2025-11-13,FIFA World Cup qualification,Suriname,El Salvador,4,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Guatemala,Panama,2,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Bermuda,Curaçao,0,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Trinidad and Tobago,Jamaica,1,TRUE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Haiti,Costa Rica,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Nicaragua,Honduras,2,TRUE,2.048058411226964
2025-11-13,Friendly,Zimbabwe,Algeria,1,FALSE,0.40961168224539285
2025-11-13,Friendly,Nepal,Bangladesh,2,FALSE,0.40961168224539285
2025-11-13,Friendly,Ecuador,Canada,0,FALSE,0.40961168224539285
2025-11-13,Friendly,San Marino,Czech Republic,0,FALSE,0.40961168224539285
2025-11-13,Friendly,Cambodia,Hong Kong,1,FALSE,0.40961168224539285
2025-11-13,Friendly,Israel,Lithuania,0,FALSE,0.40961168224539285
2025-11-13,Friendly,Latvia,North Macedonia,0,FALSE,0.40961168224539285
2025-11-13,Friendly,Singapore,Thailand,2,FALSE,0.40961168224539285
2025-11-13,FIFA World Cup qualification,Iraq,United Arab Emirates,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,DR Congo,Cameroon,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Gabon,Nigeria,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Ukraine,France,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Iceland,Azerbaijan,2,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Portugal,Republic of Ireland,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Hungary,Armenia,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Estonia,Norway,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Italy,Moldova,2,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Serbia,England,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Albania,Andorra,1,FALSE,2.048058411226964
2025-11-13,Al Ain International Cup,Cape Verde,Iran,0,FALSE,0.8192233644907857
2025-11-13,MSG Prime Minister's Cup,Solomon Islands,Papua New Guinea,0,FALSE,0.8192233644907857
2025-11-13,FIFA World Cup qualification,El Salvador,Suriname,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Panama,Guatemala,3,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Curaçao,Bermuda,7,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Jamaica,Trinidad and Tobago,1,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Costa Rica,Haiti,0,FALSE,2.048058411226964
2025-11-13,FIFA World Cup qualification,Honduras,Nicaragua,0,FALSE,2.048058411226964
2025-11-14,Friendly,Angola,Argentina,0,TRUE,0.41000080008004514
2025-11-14,Friendly,Australia,Venezuela,0,FALSE,0.41000080008004514
2025-11-14,Friendly,South Korea,Bolivia,2,TRUE,0.41000080008004514
2025-11-14,Friendly,Morocco,Mozambique,1,TRUE,0.41000080008004514
2025-11-14,Friendly,Oman,Sudan,2,TRUE,0.41000080008004514
2025-11-14,Friendly,Comoros,Namibia,1,TRUE,0.41000080008004514
2025-11-14,Friendly,Uganda,Chad,2,FALSE,0.41000080008004514
2025-11-14,Friendly,Burkina Faso,Niger,3,FALSE,0.41000080008004514
2025-11-14,Kirin Cup,Japan,Ghana,2,TRUE,0.8200016001600903
2025-11-14,Friendly,Saudi Arabia,Ivory Coast,1,TRUE,0.41000080008004514
2025-11-14,Friendly,Tunisia,Jordan,3,TRUE,0.41000080008004514
2025-11-14,FIFA World Cup qualification,Luxembourg,Germany,0,TRUE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Slovakia,Northern Ireland,1,TRUE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Finland,Malta,0,TRUE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Poland,Netherlands,1,TRUE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Croatia,Faroe Islands,3,TRUE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Gibraltar,Montenegro,1,TRUE,2.0500040004002256
2025-11-14,Al Ain International Cup,Uzbekistan,Egypt,2,FALSE,0.8200016001600903
2025-11-14,Friendly,Argentina,Angola,2,FALSE,0.41000080008004514
2025-11-14,Friendly,Venezuela,Australia,1,FALSE,0.41000080008004514
2025-11-14,Friendly,Bolivia,South Korea,0,FALSE,0.41000080008004514
2025-11-14,Friendly,Mozambique,Morocco,0,FALSE,0.41000080008004514
2025-11-14,Friendly,Sudan,Oman,0,FALSE,0.41000080008004514
2025-11-14,Friendly,Namibia,Comoros,0,FALSE,0.41000080008004514
2025-11-14,Friendly,Chad,Uganda,1,FALSE,0.41000080008004514
2025-11-14,Friendly,Niger,Burkina Faso,2,FALSE,0.41000080008004514
2025-11-14,Kirin Cup,Ghana,Japan,0,FALSE,0.8200016001600903
2025-11-14,Friendly,Ivory Coast,Saudi Arabia,0,FALSE,0.41000080008004514
2025-11-14,Friendly,Jordan,Tunisia,2,FALSE,0.41000080008004514
2025-11-14,FIFA World Cup qualification,Germany,Luxembourg,2,FALSE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Northern Ireland,Slovakia,0,FALSE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Malta,Finland,1,FALSE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Netherlands,Poland,1,FALSE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Faroe Islands,Croatia,1,FALSE,2.0500040004002256
2025-11-14,FIFA World Cup qualification,Montenegro,Gibraltar,2,FALSE,2.0500040004002256
2025-11-14,Al Ain International Cup,Egypt,Uzbekistan,0,FALSE,0.8200016001600903
2025-11-15,Friendly,Russia,Chile,0,TRUE,0.41039028756404045
2025-11-15,Friendly,Libya,Mauritania,1,TRUE,0.41039028756404045
2025-11-15,Friendly,Kuwait,Tanzania,4,FALSE,0.41039028756404045
2025-11-15,Friendly,Lesotho,Malawi,0,FALSE,0.41039028756404045
2025-11-15,Friendly,Guinea,Liberia,2,FALSE,0.41039028756404045
2025-11-15,Friendly,Brazil,Senegal,2,FALSE,0.41039028756404045
2025-11-15,Friendly,Colombia,New Zealand,2,FALSE,0.41039028756404045
2025-11-15,Friendly,Mexico,Uruguay,0,TRUE,0.41039028756404045
2025-11-15,Friendly,South Africa,Zambia,3,TRUE,0.41039028756404045
2025-11-15,Friendly,United States,Paraguay,2,TRUE,0.41039028756404045
2025-11-15,FIFA World Cup qualification,Slovenia,Kosovo,0,TRUE,2.051951437820202
2025-11-15,FIFA World Cup qualification,Switzerland,Sweden,4,TRUE,2.051951437820202
